loss,recall,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.16940109283907465,0.9428210386600971,0.9417259015256588,1738160262,,False,1,7242b338,2025-01-29_15-17-42,144.4177210330963,144.4177210330963,3914,Mac.home,127.0.0.1,144.4177210330963,1
