loss,recall,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1119206651669191,0.9566019150730347,0.967930029154519,1738175126,,False,1,678e2c03,2025-01-29_19-25-26,2500.3122539520264,2500.3122539520264,17669,Mac.home,127.0.0.1,2500.3122539520264,1
