loss,recall,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.13503872609524867,0.9586492375223343,0.9633746355685131,1738001367,,False,1,2910d30f,2025-01-27_19-09-27,4288.3830778598785,4288.3830778598785,17348,Mac.home,127.0.0.1,4288.3830778598785,1
