loss,recall,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_size,config/dropout,config/output_size,config/num_blocks
0.10672445102188433,0.9508539109482664,0.9633816731285416,1738261068,,True,1,2025-01-30_19-17-48,236.986722946167,236.986722946167,40999,Mac.home,127.0.0.1,236.986722946167,1,"1_dropout=0.1670,hidden_size=30,num_blocks=2,output_size=5",30,0.16695174288596576,5,2
0.10921048243590369,0.9575609918014067,0.9671096779003877,1738261313,,True,1,2025-01-30_19-21-53,242.26262879371643,242.26262879371643,41231,Mac.home,127.0.0.1,242.26262879371643,1,"2_dropout=0.1342,hidden_size=40,num_blocks=2,output_size=5",40,0.13419645404735966,5,2
0.09569885682009378,0.9534819711920827,0.9686847599164927,1738261635,,True,1,2025-01-30_19-27-15,319.24929690361023,319.24929690361023,41486,Mac.home,127.0.0.1,319.24929690361023,1,"3_dropout=0.1721,hidden_size=49,num_blocks=2,output_size=5",49,0.17205189101793594,5,2
0.08859233058509533,0.9597954999460812,0.9746868475991649,1738262160,,True,1,2025-01-30_19-36-00,521.2455019950867,521.2455019950867,41811,Mac.home,127.0.0.1,521.2455019950867,1,"4_dropout=0.1798,hidden_size=32,num_blocks=3,output_size=5",32,0.1798139691098856,5,3
0.1145294944946275,0.9488620123696724,0.9628038323889054,1738262496,,True,1,2025-01-30_19-41-36,333.30198216438293,333.30198216438293,42341,Mac.home,127.0.0.1,333.30198216438293,1,"5_dropout=0.1307,hidden_size=37,num_blocks=2,output_size=5",37,0.13074261564327008,5,2
0.1580816978085125,0.9503719702510481,0.9436232478377572,1738262848,,True,1,2025-01-30_19-47-28,348.86225986480713,348.86225986480713,42689,Mac.home,127.0.0.1,348.86225986480713,1,"6_dropout=0.1596,hidden_size=46,num_blocks=2,output_size=5",46,0.15959603281710222,5,2
0.10215110905878712,0.9551417416944591,0.9667834774828512,1738263178,,True,1,2025-01-30_19-52-58,326.1633598804474,326.1633598804474,43045,Mac.home,127.0.0.1,326.1633598804474,1,"7_dropout=0.1415,hidden_size=39,num_blocks=2,output_size=5",39,0.14153215258924362,5,2
0.18875117734704547,0.9492653964137503,0.9340236355502536,1738263432,,True,1,2025-01-30_19-57-12,250.8389868736267,250.8389868736267,43382,Mac.home,127.0.0.1,250.8389868736267,1,"8_dropout=0.1589,hidden_size=30,num_blocks=2,output_size=5",30,0.15887986928252756,5,2
0.09983420847416398,0.9553855109664454,0.9684890396659708,1738263775,,True,1,2025-01-30_20-02-55,339.7369179725647,339.7369179725647,43729,Mac.home,127.0.0.1,339.7369179725647,1,"9_dropout=0.1183,hidden_size=17,num_blocks=3,output_size=5",17,0.11834665884553282,5,3
0.10305882006371296,0.9555900793659499,0.9651431553832389,1738264052,,True,1,2025-01-30_20-07-32,274.604131937027,274.604131937027,44168,Mac.home,127.0.0.1,274.604131937027,1,"10_dropout=0.1439,hidden_size=42,num_blocks=2,output_size=5",42,0.14393284285858118,5,2
