loss,recall,accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.10921048243590369,0.9575609918014067,0.9671096779003877,1738261313,,False,1,ae28063f,2025-01-30_19-21-53,242.26262879371643,242.26262879371643,41231,Mac.home,127.0.0.1,242.26262879371643,1
